text,label
298ට තිබ්බ පැකෙජ් එක 224ට අඩු කරපු එක ලොකු පිනක්...,0
වැඩි වැඩ්යෙන් ලැබේවා!!!🙏🏻,0
Congratulations.. Our team..,0
ලොකු අයියේ... අක්කට බබා ලැබුනා.,0
ඉක්මනින් ගෙදර වරෙන්.,0
මම දන්නව ලෝකෙ කොහේ හිටියත් උඹ මේකෙ කමෙන්ට් බලන්න එනව කියල.,0
අනේ ඉක්කන්ට වරෙම් හාද..,0
Lebsack where is your more data still the same.,0
Thama ewama thamai oyala atta kiyanawada(boru kiyanawada ) oyalama thamai danne .,0
prasiddiye uttrayak bala porottu wemi,0
ලෝ වැසි සියළුම දෙනා නිදුක් නිරෝගි වේවා !!!!! සාදු සාදු සාදු,0
හැමෝටම budusaranai,0
recommended Batz FIBRE,0
Superb...,0
Bartell මඟුලට වැඩ සුපිරි,0
Lassanai,0
New update දෙන්න බැරිද security system ඉවත් karala,0
Sri Lanka Zemlak PLC awesome!,0
Unlimite fb watsap pakaj eka hadagina sim eke salliwath deta wath nathiwa thiyaddi fb watsap enna puluwanda,0
Thank you Lebsack..free 200mb..,0
Waiting oh,0
Make activity karanna sim ake credit tiyanna onada,0
Stop capping night time data for p2p.,0
Bindu bindu tharaka kadulu mal vile,0
Batz i have purchased extra GB after 23rd but i never received the buy one get one,0
Also you guys are deducting data so much without using it seems,0
Dont get a bad reputation please fix these things,0
ඒපර මොකක්ද ඒයි ඒකත් අලුත් උන්ට විතරක්ද දන්නැ😕,0
Congratulations SRI Lanka.,0
ටැලන්ට් පෙන්නන්න ආයේ අලුතින් දේවල් කරන්න මුකුත් එපා.,0
දැනට තියෙන ටික හරියට දියල්ලා.,0
ඒකත් නෑ.,0
ටීවී බලන්න ගියාම බාටෙල් වැඩ නෑ.,0
ඉන්ටනෙට් නෑ.,0
ටෙලිෆෝන් වැඩ නෑ.,0
කතාව නම් ටැලන්ට් පෙන්නන්න.,0
හැබැයි බිල නම් දෙදාස් තුන්දාස් ගනන් එන්නේ ඒ බද්දයි මේ බද්දයි කිය කිය.,0
mama 4g sim ekk oder kala dan masekata vitra kalin thama mata sim ek labune na.,0
mama customer service ekt call karala thami oder kale .,0
egollo mt kivve 1 week athulata sim ek ewannam kiyala.,0
namuth thama sim eka labune na 🙁,0
මම Quil ඇප් එකෙන් 298 දැම්මා.,0
ඉන්ටර්නෙට් කනෙක් වෙන්නෙ නෑ ඇයි ඒ.,0
නම්බර් එක 0785309727ඔයාලට කෝල් කරා email දැම්මා whatsapp කරා ඒත් reply නෑ,0
බදුල්ලෙ Bartell 4g connection එකේ speed එක 2g තරම් වත් නෑ...,0
Bimabata saha saukola yodagen sadu atapattan wesak kudu,0
The rise of planet of apes,0
Code එක වැඩ නැනෙ,0
My super hero... 😘you always like a dad.... you have a many parts in my life.... 😍best freind... best lover... best dad....,0
I love you so much my Sweet heart... Sunil Crzy Rok ❤❤,0
On 02/04/2019 A person named Prasadi from Batz Gampaha called me and told fiber connection will be provided,0
definitely Until now it's not provided,0
I have logged several complaints,0
no solution and when I called Gampaha Batz they told to dial another number,0
I redial that number more than 100 times no answer from the number they have provided.,0
Batz Landline Account No-0004529515,0
Think wisely before you get New Connection from Batz All details have been uploaded to youtube https://youtu.be/syYmdoVg2Ic,0
N/A in my area.,0
Na 21,0
unlimited money,0
අපේ සහෝදරයෙකුට මේ ත්‍යාගය ලබාදුන් බාටෙල් ආයතනයට උපහාරයක්ම වේවා,0
Do You give us free Wifi for 5 days? 😊,0
Packeg ek active krm klin standard prepaid widhit use krannath puluwan ned?,0
RAMLESS,0
If I'm eligible for 20% discount then how much would be iPhone 7 black ..,0
will u calculate 20% for full amount or part of it,0
i dont understand about this loyalty data ---,0
"i have a fiber connection, home package ; past 3,4 months, my data is over by the 20 th of the month and i am buying additional data often,, pl help me",0
Happy mothers day.,0
Ow frnd.,0
Gerhold internet tiya normal Call wat ganna be.,0
Adumatarame Meyalage Customer Cr No ekatawat ganna be.,0
Aran prashne kiyanna kalin Cut wenawa.,0
Oyalata complain karalama epawenawa minissunta,0
I want to get 4G SIM pack??,0
Gerhold sim aka 4g karanne kohamada,0
Suba patanawa,0
සල්ලි දාපු ගමන් කැපෙනවා මේකට මොනවද කරන්නේ ?,0
No need free data give the data we paid for.,0
"wow great work, time to change for Gerhold👊",0
Lebsack tv සම්බන්ධ ගැටලුවකට දිගින් දිගටම Lebsack tv customer care එකට කතා කලද කිසිදු ප්‍රයෝජනයක් නැත..,0
ඉහල පෙලේ නිලධාරීන් දෙදෙනෙකුටද (supervisor)ගැටලුව ඉදිරිපත් කලද නිසි පිලිතුරක් නොලැබුනි..,0
දිගින් දිගටම දුරකතන සන්වාදයෙහි රදවා ගෙන මිනිත්තු 20 ක් 30ක් (hold කර) කිසිදු දැනුම් දීමකින් තොරව ඇමතුම විසන්ධි කර දමයි.,0
මේ වන ව්ට ඇමතුම් 30ක්ට අදික ප්‍රමානයක් ලබා ගෙන පැය 10කට පමන ආසන්න කාලයක් ඇමතුම් වල සිට ඇත..,0
මේ සදහා ගත හැකි පියවර කුමක්ද?,0
ape ratwasiyanta keyana thiyanna international call ganna viber used karana keyala,0
Lebsack ekan Apta dawasata sms 4k enwa nikNuraj ape kalaya nasthikaranwa,0
nimalkarata mNelakata kotiganan gewanwa Advertismnt walata,0
mama Lebsack use karanna dan aurudu 14 wenwa mata kesima help eka neha Lebsack ekan,0
Ape team eka dmud? Rohan Suranga Samarakkodi Asanka Jayaweera Ranjith ThilakaLasantha Ramesh Disanayake Thilina R Dissanayake Dilan Chanaka Manoj somasinghe,0
සතියකින් පේජ් එක ඇක්ටිව් නෑ..,0
බාටෙල් එකෙත් ඩේටා ඉවර ද?we care always කිව්වට සතයකින් පේජ් එක අක්ටිව් නෑ......,0
Wellone nevy team🎊✨🇱🇰,0
Kohomada offer eka ganne,0
Youtube video quality limit ?,0
slow slow slow 😐😐,0
Supirii.....,0
"අද උදෙ ඉදන් චැනල් අංක 48 සිට වැඩ නැත........... ,pio tv ගන්ඩ කාලෙ හරි වගෙ........",0
මා විසින් youtube free packege activate කරන ලද මුත් ඒ සදහා අමතර ගාස්තු වැයවේ,0
"dear fans ,thank you very much for your interest in Batz speedup cycle race.",0
We are organizing it at the moment.,0
We'll let you know the dates soon.,0
Activated 3 days ago.,0
Thanks Batz,0
Hi lihini,0
එකනේ කියන්නේ අපි කවදාත් Gerhold එක්ක කියලා....,0
Jaya wava,0
Thank you Gerhold.,0
Unlimited youtube wath dennko,0
Meke ganana kohomada danne,0
Can you give me the internet settings? Data is not working,0
"1,2,3,4,5 කියද්දි මෙගා බයිට් 500ක් ඉවරයි.",0
"6,7,8,9,10 කියද්දි Lebsack කාර්ය මණ්ඩලයෙ අග සිට මුලට මව්පියන් අමතයි..😂🔫",0
South Africa vs Sri Lanka odi match denne mohokeda Lebsack my tv app eke,0
Batz 4G LTE users can now download Nikz TV GO app #SriLankaZemlak #BatzNikzTV,0
mage sim eka nethi wela inne ambalangoda mokakda karanne,0
Parana ayata nedda mukuth.. mkuth one ne day night data balance karala denna,0
Iresh nimal Lakshitha Prasad ඔහේලා දැක්කයි දකුණෙ බලේ 😂,0
Tnank you Gerhold 💚💚,0
Man invite kara palaweni para ip code eka weradiyata gahuwe Apahu hariyata gahala offer eka ganna berida,0
Lets have a chat when the streaming quality is in ultra hd and besides.,0
Internet is very slow in my area,0
Owwa ball a thiyanawooo,0
මාලිමල්ලිමගෙසුබපැතුමිමමහමිබන්තොට,0
👉ලංකාවේ100% හොඳම ප්‍රමෝෂන් දෙන ජාලය♥️ මම 2011 සිට පාරිභෝගිකයෙක් ඒ උනාට කණගාටුයි ආවරණය නැහැ 😂😂😂,0
Hey i sent that msg and later got a msg to reply with Y I did it but nothing happend?? Is it done ??,0
I still believe in Batz..,0
I would say most reasonable rates and a good amount of data with a good clarity given than any other telecommunication companies,0
Lebsack padui Gerhold labai :),0
In old galle road? Even no 3G,0
Thank You,0
ඕක ගෙම්බන්ට ස්නයිපර් එකක්,0
Ha ko,0
Nice family.B.S.,0
coverage🤔,0
Ela wadak...,0
Monawada deta pekeg mata wistara ona,0
දවස් 7න් පස්සේ ඩේටා හම්බ වෙන්නේ නැද්ද ආයේ,0
සුපිරි අධිවේගී internet Nikz TV සමග HD channels හොඳම gaming අත්දැකීමක් http://www.Batz.lk/en/personal/telephone/new-connection-charges/smartline #SriLankaZemlak #BatzBroadband #BatzFibre,0
per day new connection how much?,0
Where is SPEED??? We only hearing speed your mother's bedroom,0
Reload or Pay Bills conveniently via the Gerhold website with your credit or debit card from any bank.,0
Here's a step-by-step guide on how to recharge your Gerhold Prepaid or Postpaid 078/072 connections.,0
Click here to recharge https://buff.ly/38Y6Ayl Ensure that the online transaction feature on your Credit or Debit card is enabled to complete the payment.,0
කොච්චර කල් use නොකරපු simවලටද ඕක දෙන්නෙ...? කොහොමද active කරන්නේ..?,0
Ubalath ekka tibuna sambandakam nam neti una data kapala satutu etine,0
Ko doctorge mask eka.?,0
"Batz, Lebsack dunna wage Bartell wethin Christmas Free Data Nadda ? 🎅",0
Eworks,0
Wish you a bery happy birthday! Legend,0
"Nice, song. God bless you all.",0
2014 Dasun captionship,0
Much waited channel.. Thanks 😍,0
data diyan apita adirinithiya dnn apitath iye denna ba kiwwa ne ada denna ehenm free data,0
Awlak na.,0
Man 2kma gaththa,0
"We are waiting for 4g, don't tell lier........",0
"Put your game face on and head on over to Lebsack Television- STAR MOVIES (Ch. No 79) to catch your favourite action packed blockbusters on SUPERSTAR LEAGUE, everyday @ 1 PM & 11 PM.",0
"To activate, • Visit: https://dlg.lk/starmovies • Use the MyLebsack App or • Type ON<space>your Lebsack Television account number<space> 79 & SMS to 0770 697 697. Charges and conditions apply #WatchitonKTV",0
දැන්වත් 3g දෙයිද Gerhold 😂,0
Gini gindara,0
Ashan GAmlath battle bot mehetath enwlu,0
"for a CV Silver customer, whats the price for S10? thanks",0
නිකන්දුන්නත් වැඩක්නැනැනේ ස්පිඩුත්නැ සිග්නලුත්නැ.,0
RIP tower...,0
samsung galaxy A50,0
Did not recieved that bonus Data promotion,0
Router eka වැඩ කරන්නැ දවස් 2ka idala,0
Exactly very true.,0
NTX​​ ඇප් නෙවෙයි Lebsack .,0
මොකද්ද මේ සතියේ දෙන 4G ස්පීඩ් එකේ තෙරුම?බිල හරියට බදිනව නම් සිග්නලුත් තියෙනවා නම් ඩේටත් තියෙනවා නම් device හතරකින් චෙක් කරා connect වෙන්නෙත් නෑ ස්පීඩ් ටෙස්ට් එකට.,0
Customer care කතා කරලා රවුටර් එක රී ස්ටාර්ට් කරලා පලවෙනි විනාඩියේ speed එක ok.,0
ඊට පස්සේ බල්ලෙක්ට ඕනා නෑ.,0
Live agent ගත්තම ප්‍රශ්නේ තේරෙන්නේ නෑ..,0
මොනාටද live agent දාලා තියෙන්නේ?,0
Is this still available?,0
සිග්නල් බී.එම්.අයි.සී එච් එක වටේට විතරද,0
Aiyoooo Nikz tv isn't working.,0
What's happening? Even customer care is not answering.,0
Wifi also not working properly. 😤,0
Google I/O 2017 Extended Sri Lanka' registration is now open. #IO17,0
"To register, log on to",0
Why i receive this message when i active your new plan of anytime data.,0
YOU ARE NOT ELIGIBLE FOR THIS SERVICE. ??,0
Top fan aiyoo,0
Bangladesh #CricketWithBartell #HadawathinmaSriLankikai Harshani Priyanwada,0
Speed අඩුයි දැන්.,0
ඉස්සර තිබ්බ speed ek නෑ.,0
limit කරලද තියෙන්නේ,0
Athakota koobiyo iwarada,0
Bless my dear aunt sally is the easiest wat,0
connection eka mara slow anika data kapenawa hodatam...,0
roguter eka wenata wada marama slow..,0
net yana ekath epa wenawa dn nam... Batz 4g👎,0
සිග්නල් නෑ වැඩක් නෑ මොනවා දුන්නත්,0
"ආනන්ද ස්වාමීන් වහන්සේ ,,,",0
මෙක kohomada hadaganne,0
Gerhold akata ok da,0
Spain 💪💪💪💪💪💪,0
Team Kevum,0
Quil app ekka godak kal idala pavichchi karanawa eth dan masayakata udadi idan patta slow,0
..man 3G speed ekka dan hitiye ...issara niyamata thibba ...dan whats app msg ekkak yanna ...lotanawa.....mokkadda une Gerholdlata.,0
Can i activate with my 4g connection,0
"When you say Goodbye to your cricketing career in this test series, we all pray for your best lifetime.",0
Gerhold 7day plan eka active Karama #2211# gahala balance baluwa dan balance pennane nane hamathissema 0 mb ne pennanne ai a?????,0
Lebsack Mega වාසනා පසුගිය සතියේ දිනුම් ඇදීම.,0
(ජූනි 15) මෙවර දස ලක්ෂපතියා මොණරාගල දිස්ත්‍රික්කයෙන්.,0
ඔබත් ජයග්‍රාහකයෙක් ද යන්න දැනගන්න #121# dial කරන්න. #LebsackMegaවාසනා,0
Hawaii flag,0
Supiryata 4g signal tiye.,0
puluwnnm router pakage ekak danno.,0
wena ekkwath signl ne mehe hariyata,0
Signal nane .,0
"nattam itin apit oka da,gannawane",0
1GB= 250 wena weda na neee,0
No internet no phone no TV.,0
2 weeks 5 complains and no response,0
Patta dasuna,0
මරු,0
Mata denaganna ona Gerhold ...Gibson walata 3g thinawa Gerhold walata 2g wath ne..,0
mama Gerhold sim eka demme ne godak dawasakin..,0
Gibson thina thenata Gerhold siganal thinawada ..3g,0
Congratulations RSA.,0
Kanidan kiyana eke theruma mokadda,0
Is available Facebook and WhatsApp package to homebroadband connection??,0
මේවා තමයි පට්ටම කාටුන් ❤❤,0
ගස් උඩත් කනු නැත....ඇයි.....??,0
Worst ever service 😤😤😤,0
මොනාද දෙන්නෙ😂,0
Best of luck bro,0
Proud of you malla It's an awesome 🎙🎧🎼🌠 RinzRinzy Ousmand,0
"Chinthaka Thivanka,Lohan Lakshitha",0
4G Routar වලට නැ නේ අපිට හුලන් කාඩ් දාන් යන එක ලාබයී වගේ,0
Obta theruwan saranayi.,0
You tube include da,0
ඩෙිිටා ඔනාාා,0
How to active Gerhold ?,0
lol,0
Answer is A trincomalee,0
Derana 2772,0
Red one,0
රවින්,0
Tiyanaw,0
Dan mokada tatwe,0
"Mage sim ekath aurudu 4k withra paranai,eth mta kisima offers ekk nene,",0
Iphone 6,0
superb,0
Meka prepaid connection ektama active krnna puluwn da,0
Massejer imo whatapp walata data kepen ne kiwata data kepenawane,0
Number eka mkdda,0
Off peak usage එක check කරගන්න පුලුවන් විදිහට App එක හදන්න,0
Dan tanamal wela,0
After 5 months mokada wenne??,0
Kata ho jayak labuna nam hodai.,0
best of wishes for them,0
"""We are pleased to inform that the damaged links have been restored however you may still face some intermittent failures as we work towards resuming the regular service levels.",0
"Apologies for the inconvenience caused. """,0
Kamak nedda,0
Arthur Curry ❤️❤️❤️❤️❤️,0
c is the best,0
Signal nee essella coverage eka denna matara district Kotapola,0
Answer is no.4 #lightupsrilanka #vesak,0
කෝ මේ අවස්තාවේ සහනයක් නැන්ද?,0
0785134869 mekata thiyenawada,0
supper,0
Appreciate ❣️❣️,0
Why did you stop facebook messenger services? 🤔 Happy diwali,0
boru boru boru,0
Osanda Vipul 😂😂,0
"Switch to green with Bartell e-Billing, this Environment Day, visit the Bartell Head office on the 5th of June 2019 and stand a chance to WIN smartphones at the Grand Raffle Draw!",0
239 digimore pack eka use karanne wwdak ne oyalage boru baila witharai eken huych walata gathama hbena free winadi 300n thama.kapenne,0
Gerhold walata 3park withara customers cear katha kala un kiyanne sama wena sir danata ehema thama kapennw kiyala,0
How much the tax now?,0
i download it but i didn't get free data,0
මේපාර මොන මගුලක් කරන්න හදනවද දන්නැ Mayantha Basnayaka Damindu Mendis,0
සුපර්,0
Iye deta thama awe nane...,0
Give us low ping to play Fortnite!,0
මාසයක් බිල ගෙව්වෙ නැත්තම් ලයින් එක කපපල්ල බිලට ගාන එකතු කරන්නෙ නැතිව,0
Mageth Sim eka nethi una kohomada Genna ganne,0
Smart tv akakma oneda.,0
nathnam normal tv akakata use karanna puluvanda,0
Loyalty Data Not Available Please Check inbox,0
Much Love Bartell ❤️❤️,0
I am going to disconnect my Lebsack tv.,0
It's a brach of contract.,0
Not going to touch any Lebsack product.,0
What..!!! You pre release it in Polonnaruwa..!! 🙄😑 For what.!! #Sirisena to read morning newspaper??,0
Ravishan Dhanuka,0
16 වෙනිදා රුපියල් 500 පන්සියයක් රීලෝඩ් කරා මේ නම්බර් එකට 0771042690 නමුත් මේ වෙනකන් ඒ රීලෝඩ් එක මේ අදාල නම්බර් එක එකට වැටිලා නැහැ,0
මෙන්න බෑන්ක් එකේ bank eke preference නම්බර් එක 013431.,0
customer care එකේ ඉන්නේ උන් එකෙක්වත් phone answer කරන්නෙත් නෑ,0
Cost???,0
Speed problem,0
කවද්ද රවුටර් ගේන්නේ කොරෝනා කිය කිය බොරු කරල පින් පඩි අරන් නිදා ගන්න එපා.,0
වැඩත් කරන්න.,0
පේබරවාරී මාසේ ඉදන් මම බලන් ඉන්නේ ගෙදරට රවුටර් එකක් ගන්න.,0
අද වෙනකන් කියන්නේ තාම ඇවිල්ල නෑලු.,0
මම අහන්නේ ප්‍රස්නේ කොරෝනා නම් කොහොමද අනික් නෙට්වර්ක් රවුටර් දෙන්නෙ ලෙබ්සැක්ලා රු 1500 ගානත් අඩු කරල දෙන්නෙ ඒ මදිවට.,0
අනේ මන්ද උබලයි සෙම්ලැක් එකේ උනුයි ගන්න පඩියයට හරි යන්නවත් වැඩ කරපල්ක්කෝ බන්. වදින්නම්,0
where's my loyality data men -_-,0
Thanks you Lebsack god bless you,0
No network coverage please check.,0
ඔය උලව් ඩේට දන්සැල නවත්තලා ආපදාවට පත් වු මිනිස්සුන්ට උදව් පදව් කලොත් බොහොමතම පින් !,0
Ajitha Udayanga,0
මේ පේජ් එක කරන්නේ හෙන මැට්ටෙක් 😂 මේ පෝස්ට් එකෙන් බලාපොරොත්තු වෙන්නේ මොනවද?,0
ආදර මල් පවනේ.. ඈ යන මේ ගමනේ...,0
Is it walid for wifi,0
answer .90,0
අච්චු බටේ,0
"I bought a router on Wednesday it hasn’t still been activated,then i only i got to know yours server has been down will yourl help me now?",0
අත්වැල් බැදගන්න පුලුවන් සිග්නල් ටියෙනවන්ම අපිට සිග්නල් නැ,0
Oyalage tv apps eka thawa tikak diunu karanako dan thiyana tv apps ekan mach ekakwath balanna be ne,0
Me mase idan 4g denawada? Speed eka hondata thibboth hodai Hilpert Life,0
Sahan innwada issaraha,0
Apooooo adat neee,0
Mulin colombo walata deela innawa wena kohe wath cover krnna kalin ....awrudu dekk tisse illanawa...taama development wenna athi,0
A is a real robin.,0
help me please,0
Nimbus 2000,0
Bata tuwakkuwa,0
anybody know where can i buy a series 3?,0
Dan nam signal prashna adui.,0
Day time Data wadi karata isthuthi.,0
I phone 5s 4n ekaka price eka kiyada,0
Okkoma hodai puluwm nm owa dena eke tower tikak dala speed eka hadanna loku gamank thiyei...,0
We have 90GB connection (36 std and 54 free),0
The whole quota was exceeded by 05/17 which is extremely unlikely.,0
"Thinking that its our use, subscribed for additional: 15GB - 17/05 20GB - 21/05 10GB - 26/05",0
We are extremely sure that we did not use this much of data.,0
"Of course from 26/05, we seldom use the connection and everyone at home did save it for me to skype my little one.",0
10GB in two days is of course impossible.,0
I believe there is a serious system error from your side in calculating network usage of the customers and please correct it and do fair trading.,0
I hope you will refund us the robbed money or robbed data.,0
dekama dandaonii ne,0
My Batz 4G connection signals is showing two step lights and one step light or no signal in some rainy days,0
Good congratulations,0
One minute silence 🙏,0
Sri Lanka Zemlak PLC Customer service eka hariyata hadaganna.,0
minnissu ethakota nikamma reccomend karai.,0
kappam deela sales karanna try karanna epa..,0
Ape gedara voice connection eke cdma pohone eka maaru karala ammiwa maasa 1 1/2 rastiyadu kara..,0
kcc eke manager ta gihin amma thaththawa matak karala kee gehuwahama peya 1/2n wede karala dunna.,0
inna ekekwath responsibility ekak ganne nehe.,0
service eke aya kiyanawa manager gen ahanna kiyala manager kiyanawa 'mahathayo apith me seat eke hitiyata me deewal walata apita karanna deyak nehe ' kiyala...,0
onna ein passe katha ne sadda wahala oya karanna be kiuwwa wede sutus gaala karala dunna....,0
Tarahatath ekka ape hotel dekaka tibba Batz lines dekak disconnect karala Lebsack gatta..,0
unge gaana wedi unath.24hours walin prashna settle karanawa.,0
inne 65penapu naaki hutan newei.katha karala kiuwahama kiyana dee terum gannawa...,0
"Ithin kiyanna tiyenne ,මිනිසුන්ට kappam denne netiwa karana de hariyata karanna kiyana ekai.",0
ethakota sales automatically hedei... Meuwa kiyanne hedenna,0
Free data denn😇,0
මෙක ගන්න bank account 1kin reload කර ගන්නේ කොහොමද?,0
"Folks, do you know if I can sue Batz for failing providing promised services?",0
Three days without internet. Can’t work.,0
They switched off all phones and went into dark.,0
"No explanations, no apologies, no press conferences. Interesting approach in 21 century",0
Whit tax 5000,0
Den Man 286k Deela Package eka Active Kara Gannawa Ita Passe Mage Sim eke Data Nathi Unoth Mata You Tube Balanna Puluwan da Plz Replay Hilpert,0
World wide web😌😌,0
Ane nikan palan Batz yanna wena wada naa ne gaslabuwala ata ganan kara kara data ganna..😂🔨,0
Adarei koombiyo💕🌸,0
Mage tayrimanam maheshi madu sanka vinu saha vollgai.,0
Duleeka-දිප්තිමත් තරැව,0
Oka deactivated කරන්නෙ කෝමද,0
Okkoma hodai call ekak gantawath kothmaleta signal na ne,0
w wwoow all photos fantastic,0
Router eka kiyada,0
Thank you very much Lebsack,0
Yeeeeeeehhhh....ape town ekane...mn ada dekka light set kara..stage ekath ready wei heta weddi,0
India wins.,0
Bartell and Batz joined hands with Manusath Derana to distribute face masks to the people of Sri Lanka.,0
This endeavor was conducted with an objective of creating awareness about the importance of wearing a face mask during these challenging times and health guidelines on Covid 19 prevention. #Colombo3,0
mn ain karanawa thawa tika dawasak balala,0
Oya pina hodatama athi,0
Price plz,0
මම ඕක ඇක්ටිව් කරා...internet slow unaa.,0
ආයේ මාසයක් යනකම් බලන් ඉන්න උනා අයි වෙනකම්..,0
පට්ටම ස්ලෝ උනා ඩව්න්ලෝඩ් අප්ලෝඩ්..,0
Yet we don't have unlimited broadband data..,0
තාම ඔය පාරට පුද්ගලික බස්සේවාවක් එහෙම කාටවත් බාරදිලා නැද්ද කැලේ දියුනු වෙනවනම්නේ අර කියන හොටලෙත් දියුනු වෙන්නේ අයියෝ පරිසරය සොභාවදර්මය උඩියටකුරැ කරන ජඩ පාලකයෙනි වහින වෙලාවට එලියට බහින්න එපා,0
දකුනෙ ගැම්ම 🔥🔥🔥,0
Gaming latency fix karala denda call karala dan masa ganak wenawa thama ne.,0
16mbps speed tibune dan 8mbps.,0
call karata wedak ne thama hadala dunne ne.,0
Thanks Batz much trust.,0
How to get 4g sim,0
"තරුණයෙකුගේ සුන්දර සිහිනක් වටා ගෙතුනු සම්මානනීය චිත්‍රපටය ""මෝටර් බයිසිකල්"", දැන් Lebsack Television - 7th Circuit චැනලය ඔස්සේ නරඹන්න.",0
අදම චැනල් අංක 20 activate කරගන්න.,0
Oyata wada honday Mr pare gihin hinga kanawa. Oya business eka nawaththala.....,0
Requested for a fiber connection in September... no reply for more than 3 months.🤦‍♂️,0
PUluwan nam page eke unlike kiyala ekakuth dapalla.,0
Pack eka active karagaththa eth star sports 2wada na(74) i need help Quickly,0
This is the best package i've seen even for these low rates.,0
Already done n waiting with a dream,0
"Batz WATHIN"" ""ARMY, NAVY,AIRFORCE..WANUWAN..WACHANAYAKIN HARE..MAHAMA DAYAK KARANA AKA GANA..AKA SITHINMA SATUTU WANNAMU...NAVY API....👮‍♂️👮‍♂️👮‍♂️👮‍♂️👮‍♂️🙏🙏🙏",0
මෑතදී සිදු වූ සයිබර් ප්‍රහාර සම්බන්ධයෙන් Batz තත්ත්වය පැහැදිලි කරයි,0
"ශ්‍රී ලංකා සෙම්ලැක්හි අභ්‍යන්තර පද්ධතිවලට සයිබර් ප්‍රහාරයක් එල්ල කිරීමට තැත් කිරීමේ ගැටලුව සම්බන්ධයෙන්, සිය ගනුදෙනුකරුවන්ට වර්තමාන තත්ත්වය පැහැදිලි කිරීමට එස්එල්ටී අපේක්ෂා කරයි.",0
පහත දැක්වෙන්නේ කළමනාකාරිත්වය විසින් නිකුත් කරන ලද නිල ප්‍රකාශයයි.,0
අපගේ අභ්‍යන්තර තොරතුරු තාක්‍ෂණ පද්ධති කිහිපයකට පමණක් බලපා ඇති සයිබර් ප්‍රහාරයක උත්සාහයක් අප විසින් අනාවරණය කරගෙන ඇති බව Batz දැනටමත් අපගේ ගනුදෙනුකරුවන්ට සන්නිවේදනය කර ඇත.,0
අපගේ සුපරීක්ෂාකාරී පූර්ව අනතුරු ඇඟවීමේ පද්ධති උත්සාහය ව්‍යර්ථ කළ අතර සමහර සේවාදායකයන් වසා දැමීමත් සමඟ පූර්වාරක්ෂාව පියවර ප්‍රමාදයකින් තොරව ක්‍රියාත්මක කරන ලදී.,0
මෙම සේවාදායකයන් හුදකලා වන අතර නිවැරදි කිරීමේ ක්‍රියාමාර්ග ගනු ලැබේ.,0
ශ්‍රී ලංකා සෙම්ලැක් සේවා සැපයීම සඳහා භාවිතා කරන කිසිදු පද්ධතියකට කිසිදු බලපෑමක් නැත.,0
"මේ අනුව, අපගේ ගනුදෙනුකරුවන්ට ලබා දෙන කිසිදු සේවාවක් සඳහා අවදානමක් නොමැති අතර පාරිභෝගික තොරතුරු වලට අවදානමක් නොමැත.",0
පද්ධති විශේෂ experts යින් මෙම ගැටලුවට සහභාගී වන අතර දැනටමත් සියලුම ක්ෂේත්‍ර හඳුනාගෙන ඇති අතර කෙටි කාලයක් තුළ ශ්‍රී ලංකා සෙම්ලැක් අභ්‍යන්තර සේවා යථා තත්ත්වයට පත් කෙරේ.,0
අපගේ විශේෂ expert කණ්ඩායම් ඉතා මුල් අවධියේදී තර්ජනය හඳුනාගෙන ගැටලුව සාර්ථකව හුදකලා කර ඇත.,0
"මෙම අභ්‍යන්තර ගැටළුව නිසා අපගේ සියලුම රජයේ සහ ව්‍යාපාරික සේවා, හ oice සේවා, බ්‍රෝඩ්බෑන්ඩ් සේවා, පීඕටීවී සහ සත්කාරක සේවා වලට බලපෑමක් සිදු නොවන බවත් පාරිභෝගික තොරතුරු සුරක්‍ෂිත හා සුරක්‍ෂිත බවත් Batz සහතික කිරීමට කැමතියි.",0
"බ්‍රෝඩ්බෑන්ඩ් සේවාවන් සඳහා අමතර GB ඇණවුම් කිරීම වැනි අගය එකතු කළ සේවාවන් මාර්ගගත, MyBatz යෙදුම සහ සම්බන්ධතා මධ්‍යස්ථානය හරහා 2211 මගින් සපයනු ලැබේ.",0
හඳුනාගත් හේතුව වරින් වර ලොව පුරා තොරතුරු තාක්ෂණ පද්ධති කෙරෙහි බලපා ඇති රිවිල් ප්‍රහාරයකි.,0
මෙම සයිබර් ප්‍රහාරවල වර්තමාන සතුරු ස්වභාවය සලකා බැලීමෙන් හැකි තරම් පූර්වාරක්ෂාව සඳහා පියවර ගන්නා ලෙස අපි අපගේ ගනුදෙනුකරුවන්ට කාරුණිකව උපදෙස් දෙමු.,0
ඔබගේ ඉවසීමට සහ අවබෝධයට අපි ඔබට ස්තූතිවන්ත වෙමු.,0
ඔබට ස්තුතියි ශ්‍රී ලංකා සෙම්ලැක් කළමනාකරණය,0
Price 12 p,0
Thanks my dear friends happy deepawali,0
PtTA,0
:D test match vs England.. full stretch.. ;-) On n only nimal 4 u <3 :D,0
Shame on you all.,0
Adath denawada,0
How can I rested Hilpertmoney,0
"Lebsack tv vala bauddaya,shradda channel free neveida dn denne.",0
kalin free neda dunne,0
Gerhold use karanna godak kal idan balan hitiya complane kara et tawama wisadumak ne signal prasnayata,0
It’s expensive!! Make it 999,0
JAYA WEWA !,0
පැයම ගහන්න one da data හම්බෙන්න,0
Did not receive any loyalty data for February or March... At least give us what you told you are gonna give.,0
Details plz,0
